入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),所在地(実習先)(市区町村),派遣会社,学校所属,組合,所属機関,失踪の有無
19.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,男,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,男,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,埼玉県,さいたま市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,埼玉県,さいたま市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,埼玉県,さいたま市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
28.0,女,食品製造関係,そう菜製造業,埼玉県,さいたま市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
26.0,女,食品製造関係,そう菜製造業,埼玉県,さいたま市,"M.H.E CO.,LTD",ヤンゴン学校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,埼玉県,さいたま市,"M.H.E CO.,LTD",マンダレー校,アジアイノベーション協同組合,"GREAT MYANMAR CO.,LTD",0
32.0,女,繊維・衣服関係,婦人子供服製造,宮城県,仙台市,"M.H.E CO.,LTD",ヤンゴン学校,日中ネットワークサービス協同組合,"ATM TEXTILE CO.,LTD",0
21.0,女,繊維・衣服関係,婦人子供服製造,宮城県,仙台市,"M.H.E CO.,LTD",ヤンゴン学校,日中ネットワークサービス協同組合,"ATM TEXTILE CO.,LTD",0
24.0,男,その他,工業包装,福井県,福井市,"M.H.E CO.,LTD",マンダレー校,日中ネットワークサービス協同組合,SMART SPACE CONSTRUCTION COMPANY LIMITED,1
23.0,男,その他,工業包装,福井県,福井市,"M.H.E CO.,LTD",マンダレー校,日中ネットワークサービス協同組合,SMART SPACE CONSTRUCTION COMPANY LIMITED,0
23.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
18.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
18.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,西日本食品産業事業協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,西日本食品産業事業協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,西日本食品産業事業協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,鹿児島県,肝属郡肝付町,"MAY KINN SAN CO.,LTD",ヤンゴン学校,西日本食品産業事業協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,鹿児島県,肝属郡肝付町,"MAY KINN SAN CO.,LTD",ヤンゴン学校,西日本食品産業事業協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,福岡県,福岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,西日本食品産業事業協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,福岡県,福岡市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,西日本食品産業事業協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"MAY KINN SAN CO.,LTD",マンダレー校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
20.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"MAY KINN SAN CO.,LTD",マンダレー校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
22.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,塩竈市,"MAY KINN SAN CO.,LTD",マンダレー校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
26.0,女,農業・林業関係,耕種農業,静岡県,浜松市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
30.0,女,農業・林業関係,耕種農業,静岡県,浜松市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
41.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,男,食品製造関係,そう菜製造業,山梨県,甲府市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
29.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
27.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
28.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
26.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
27.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
29.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
28.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
30.0,女,食品製造関係,そう菜製造業,埼玉県,秩父市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,埼玉県,秩父市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,埼玉県,秩父市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,埼玉県,秩父市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,埼玉県,秩父市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,そう菜製造業,埼玉県,北葛飾郡松伏町,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,埼玉県,北葛飾郡松伏町,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,埼玉県,北葛飾郡松伏町,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,埼玉県,北葛飾郡松伏町,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,宮城県農水産サービス振興協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
22.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
26.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
27.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
23.0,女,繊維・衣服関係,婦人子供服製造,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,日中ネットワークサービス協同組合,"ATM TEXTILE CO.,LTD",0
27.0,女,繊維・衣服関係,婦人子供服製造,宮城県,仙台市,"SUT ZAI CO.,LTD",ヤンゴン学校,日中ネットワークサービス協同組合,"ATM TEXTILE CO.,LTD",1
22.0,男,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
20.0,男,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
28.0,男,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
25.0,男,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,男,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",マンダレー校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
18.0,男,食品製造関係,そう菜製造業,宮城県,登米市,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
21.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,宮城郡利府町,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,宮城郡利府町,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,宮城郡利府町,"SUT ZAI CO.,LTD",ヤンゴン学校,JOP協同組合,MAY KINN SAN COMPANY LIMITED,0
